EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,NumCompaniesWorked,Over18,DistanceFromHome,Attrition,PerformanceRating,EmployeeCount,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,StandardHours,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,OverTime,BusinessTravel,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear
1294,36,Female,Single,4,"Life Sciences",9,Y,2,No,3,1,5410,2323,429,53,11,0,80,"Research & Development","Manufacturing Director",2,3,2,Yes,Travel_Rarely,3,4,3,18,16,14,5,12,2
1295,44,Female,Married,3,Medical,1,Y,15,Yes,3,1,7978,14075,621,73,11,1,80,"Research & Development","Healthcare Representative",3,3,4,No,Travel_Rarely,1,4,3,10,10,7,0,5,2
1296,28,Male,Married,3,"Life Sciences",1,Y,2,No,3,1,3867,14222,193,52,12,1,80,"Research & Development","Laboratory Technician",1,2,4,Yes,Travel_Frequently,4,2,3,2,2,2,2,2,2
1297,51,Female,Single,2,Medical,0,Y,6,No,3,1,2838,4257,968,40,14,0,80,"Research & Development","Laboratory Technician",1,2,3,No,Travel_Frequently,2,2,2,8,7,0,7,7,6
1298,30,Female,Single,2,Medical,7,Y,9,No,3,1,4695,12858,879,72,18,0,80,"Research & Development","Manufacturing Director",2,3,3,Yes,Non-Travel,3,3,3,10,8,4,1,7,3
1299,29,Female,Divorced,3,"Technical Degree",3,Y,7,Yes,3,1,3339,17285,806,39,13,2,80,"Research & Development","Laboratory Technician",1,3,3,Yes,Travel_Rarely,2,1,3,10,7,7,7,7,2
1301,28,Male,Single,3,"Technical Degree",2,Y,1,No,3,1,2080,4732,640,84,11,0,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,4,2,2,5,3,2,1,2,2
1303,25,Female,Single,3,Medical,1,Y,1,No,3,1,2096,18830,266,40,18,0,80,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,4,4,2,2,2,2,2,1,3
1304,32,Male,Married,3,Medical,1,Y,8,No,3,1,6209,11693,604,56,15,2,80,Sales,"Sales Executive",2,4,4,No,Travel_Rarely,3,3,4,10,10,7,0,8,4
1306,45,Female,Single,3,Medical,3,Y,25,No,4,1,18061,13035,364,83,22,0,80,"Research & Development",Manager,5,3,2,No,Travel_Frequently,2,3,3,22,0,0,0,0,4
1307,39,Female,Divorced,4,Medical,6,Y,13,No,3,1,17123,17334,412,94,13,2,80,"Research & Development",Manager,4,2,2,Yes,Travel_Rarely,3,4,3,21,19,9,15,2,4
1308,58,Male,Divorced,4,"Life Sciences",1,Y,23,No,3,1,2372,26076,848,88,12,2,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,1,4,3,2,2,2,2,2,3
1309,32,Male,Married,2,"Life Sciences",1,Y,7,Yes,3,1,4883,22845,1089,79,18,1,80,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,4,1,3,10,10,4,1,1,3
1310,39,Male,Single,3,Medical,0,Y,23,Yes,3,1,3904,22154,360,93,13,0,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,3,1,3,6,5,2,0,3,2
1311,30,Female,Married,3,"Technical Degree",0,Y,6,No,3,1,4627,23631,1138,48,12,1,80,"Research & Development","Laboratory Technician",2,2,4,No,Travel_Rarely,1,1,3,10,9,2,6,7,6
1312,36,Female,Married,4,"Technical Degree",3,Y,10,No,3,1,7094,5747,325,63,12,0,80,"Research & Development","Healthcare Representative",3,3,3,No,Travel_Rarely,4,1,3,10,7,7,1,7,0
1314,46,Female,Single,2,"Life Sciences",6,Y,1,No,3,1,3423,22957,991,44,12,0,80,"Human Resources","Human Resources",1,3,1,No,Travel_Rarely,4,3,4,10,7,6,5,7,3
1315,28,Female,Married,3,"Life Sciences",0,Y,1,No,3,1,6674,16392,1476,55,11,3,80,"Research & Development","Laboratory Technician",2,1,4,No,Non-Travel,3,1,3,10,9,8,7,5,6
1317,50,Female,Married,3,"Life Sciences",4,Y,28,No,3,1,16880,22422,1322,43,11,0,80,"Research & Development","Research Director",4,3,1,Yes,Travel_Rarely,4,2,3,25,3,2,1,2,2
1318,40,Male,Single,4,Marketing,2,Y,25,Yes,3,1,9094,17235,299,57,12,0,80,Sales,"Sales Executive",3,2,2,Yes,Travel_Rarely,4,3,3,9,5,4,1,0,2
1319,52,Male,Single,3,"Life Sciences",9,Y,5,Yes,3,1,8446,21534,1030,64,19,0,80,Sales,"Sales Executive",3,3,2,Yes,Travel_Rarely,2,3,2,10,8,7,7,7,2
1321,30,Female,Married,4,Medical,1,Y,17,No,4,1,11916,25927,634,95,23,2,80,"Research & Development",Manager,3,3,1,Yes,Travel_Rarely,2,4,3,9,9,1,0,8,2
1322,39,Male,Single,2,"Life Sciences",0,Y,18,No,3,1,4534,13352,524,32,11,0,80,"Research & Development","Manufacturing Director",2,3,3,No,Travel_Rarely,1,1,3,9,8,7,1,7,6
1324,31,Female,Divorced,4,"Life Sciences",1,Y,2,No,3,1,9852,8935,587,57,19,1,80,Sales,"Sales Executive",3,3,3,Yes,Non-Travel,4,1,2,10,10,8,9,6,5
1329,41,Male,Single,2,Medical,1,Y,10,No,3,1,6151,22074,256,40,13,0,80,Sales,"Sales Executive",2,1,2,No,Non-Travel,3,1,3,19,19,2,11,9,4
1331,31,Female,Single,3,"Life Sciences",1,Y,1,Yes,3,1,2302,8319,1060,54,11,0,80,Sales,"Sales Representative",1,3,2,Yes,Travel_Frequently,4,1,4,3,3,2,2,2,2
1333,44,Male,Married,3,"Life Sciences",4,Y,3,Yes,3,1,2362,14669,935,89,12,0,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,1,3,4,10,3,2,1,2,4
1334,42,Male,Married,1,"Life Sciences",0,Y,2,No,3,1,17861,26582,495,37,13,0,80,"Research & Development",Manager,4,3,3,Yes,Non-Travel,3,4,2,21,20,8,2,10,3
1336,55,Female,Married,2,Medical,4,Y,2,No,3,1,19187,6992,282,58,14,1,80,"Research & Development",Manager,5,1,3,No,Travel_Rarely,4,4,3,23,19,9,9,11,5
1338,56,Male,Single,4,"Life Sciences",6,Y,8,No,3,1,19717,4022,206,99,14,0,80,"Human Resources",Manager,5,3,2,No,Travel_Rarely,4,1,3,36,7,3,7,7,4
1340,40,Male,Divorced,2,"Life Sciences",9,Y,16,No,3,1,3544,8532,458,74,16,1,80,"Research & Development","Research Scientist",1,3,3,No,Non-Travel,3,2,3,6,4,2,0,0,0
1344,34,Male,Divorced,3,"Life Sciences",0,Y,9,No,3,1,8500,5494,943,86,11,1,80,"Research & Development","Healthcare Representative",3,3,4,No,Travel_Rarely,4,4,2,10,9,7,1,6,0
1346,40,Male,Single,3,"Life Sciences",1,Y,2,No,3,1,4661,22455,523,98,13,0,80,"Research & Development","Research Scientist",2,3,4,No,Travel_Rarely,3,3,3,9,9,8,8,8,4
1349,41,Female,Divorced,3,Marketing,0,Y,1,No,3,1,4103,4297,1018,66,17,1,80,Sales,"Sales Executive",2,3,1,No,Travel_Frequently,3,4,3,10,9,3,1,7,2
1350,35,Male,Single,4,"Life Sciences",1,Y,4,No,3,1,4249,2690,482,87,11,0,80,"Research & Development","Research Scientist",2,3,3,Yes,Travel_Frequently,3,2,3,9,9,6,1,1,3
1352,51,Male,Divorced,3,"Life Sciences",1,Y,5,No,3,1,14026,17588,770,84,11,1,80,"Human Resources",Manager,4,3,2,Yes,Travel_Rarely,3,2,3,33,33,9,0,10,2
1355,38,Female,Divorced,2,"Life Sciences",3,Y,2,No,3,1,6893,19461,1009,31,15,1,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,2,4,3,11,7,7,1,7,3
1356,34,Female,Single,2,Medical,1,Y,15,No,3,1,6125,23553,507,66,12,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,3,4,4,10,10,8,9,6,6
1358,25,Male,Married,1,Medical,3,Y,19,No,3,1,3669,9075,882,67,11,3,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,4,3,2,7,3,2,1,2,6
1360,58,Female,Married,4,Medical,7,Y,7,Yes,3,1,10008,12023,601,53,14,0,80,"Research & Development","Manufacturing Director",3,2,1,Yes,Travel_Rarely,3,4,2,31,10,9,5,9,0
1361,40,Male,Married,4,"Life Sciences",3,Y,1,No,4,1,2387,6762,329,88,22,1,80,"Research & Development","Laboratory Technician",1,3,2,No,Travel_Rarely,2,3,3,7,4,2,0,3,3
1362,36,Female,Married,3,Marketing,2,Y,7,No,3,1,4639,2261,607,83,16,1,80,Sales,"Sales Executive",2,4,1,No,Travel_Frequently,1,4,2,17,15,7,6,13,2
1363,48,Male,Single,3,"Life Sciences",1,Y,4,No,3,1,7898,18706,855,54,11,0,80,"Research & Development","Manufacturing Director",3,3,4,No,Travel_Rarely,4,3,3,11,10,9,0,8,2
1364,27,Female,Married,3,Medical,8,Y,11,No,3,1,2534,6527,1291,98,14,1,80,Sales,"Sales Representative",1,4,4,No,Travel_Rarely,3,2,3,5,1,0,0,0,4
1367,51,Female,Single,2,"Technical Degree",3,Y,11,No,3,1,13142,24439,1405,82,16,0,80,"Research & Development","Manufacturing Director",4,2,2,No,Travel_Rarely,4,2,2,29,5,2,0,3,1
1368,18,Female,Single,3,"Life Sciences",1,Y,1,No,3,1,1611,19305,1124,97,15,0,80,"Research & Development","Laboratory Technician",1,3,4,No,Non-Travel,4,3,4,0,0,0,0,0,5
1369,35,Female,Married,3,Medical,0,Y,1,No,3,1,5363,10846,817,60,12,1,80,"Research & Development","Laboratory Technician",2,2,4,No,Travel_Rarely,4,2,3,10,9,7,0,0,0
1371,27,Male,Single,1,"Life Sciences",3,Y,2,No,4,1,5071,20392,793,43,20,0,80,Sales,"Sales Executive",2,1,4,No,Travel_Frequently,4,2,3,8,6,2,0,0,3
1372,55,Male,Single,4,Marketing,6,Y,13,Yes,3,1,13695,9277,267,85,17,0,80,Sales,"Sales Executive",4,4,3,Yes,Travel_Rarely,1,3,2,24,19,7,3,8,2
1373,56,Male,Married,3,"Life Sciences",4,Y,23,No,3,1,13402,18235,1369,68,12,1,80,"Research & Development","Manufacturing Director",4,3,2,Yes,Travel_Rarely,4,1,3,33,19,16,15,9,0
1374,34,Female,Divorced,1,"Technical Degree",1,Y,26,No,4,1,2029,15891,999,92,20,3,80,"Research & Development","Research Scientist",1,2,3,No,Non-Travel,1,3,3,5,5,4,0,0,2
1375,40,Female,Divorced,1,Medical,5,Y,2,No,4,1,6377,13888,1202,89,20,3,80,"Research & Development","Healthcare Representative",2,4,3,No,Travel_Rarely,2,2,3,15,12,11,11,8,0
1377,34,Male,Married,3,Medical,4,Y,29,No,3,1,5429,17491,285,86,13,2,80,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,2,1,3,10,8,7,7,7,1
1379,31,Female,Single,3,"Life Sciences",7,Y,2,Yes,3,1,2785,11882,703,90,14,0,80,Sales,"Sales Representative",1,2,4,No,Travel_Frequently,3,3,4,3,1,0,0,0,3
1380,35,Female,Married,4,Marketing,0,Y,18,Yes,3,1,4614,23288,662,67,18,1,80,Sales,"Sales Executive",2,3,3,Yes,Travel_Frequently,4,3,2,5,4,2,3,2,0
1382,38,Male,Divorced,3,"Life Sciences",1,Y,7,No,3,1,2610,15748,693,57,11,3,80,"Research & Development","Research Scientist",1,4,3,No,Travel_Frequently,4,4,3,4,4,2,0,3,2
1383,34,Female,Single,4,"Technical Degree",1,Y,2,No,3,1,6687,6163,404,98,11,0,80,"Research & Development","Healthcare Representative",2,3,4,No,Travel_Rarely,3,4,4,14,14,11,4,11,2
1387,28,Male,Married,3,"Life Sciences",1,Y,26,No,3,1,4724,24232,736,48,11,1,80,Sales,"Sales Executive",2,2,1,No,Travel_Rarely,3,3,3,5,5,3,0,4,0
1389,31,Male,Married,4,Medical,1,Y,22,Yes,3,1,6179,21057,330,98,15,2,80,"Research & Development","Manufacturing Director",2,3,3,Yes,Travel_Rarely,4,4,2,10,10,2,6,7,3
1390,39,Male,Married,4,"Life Sciences",3,Y,21,No,3,1,6120,3567,1498,44,12,2,80,Sales,"Sales Executive",2,2,4,Yes,Travel_Rarely,1,4,4,8,5,4,1,4,2
1391,51,Male,Married,3,Marketing,2,Y,2,No,3,1,10596,15395,541,52,11,0,80,Sales,"Sales Executive",3,3,2,No,Travel_Frequently,2,2,3,14,4,2,3,2,5
1392,41,Female,Divorced,3,"Life Sciences",3,Y,22,No,3,1,5467,13953,1200,75,14,2,80,"Research & Development","Research Scientist",2,3,4,Yes,Travel_Frequently,4,1,2,12,6,2,3,3,4
1394,37,Male,Married,1,"Life Sciences",7,Y,4,No,3,1,2996,5182,1439,54,15,0,80,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,3,4,3,8,6,4,1,3,2
1395,33,Male,Married,1,"Life Sciences",6,Y,5,No,3,1,9998,19293,1111,61,13,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Frequently,2,1,4,8,5,4,1,2,2
1396,32,Male,Married,1,Marketing,0,Y,2,No,3,1,4078,20497,499,36,13,3,80,Sales,"Sales Executive",2,3,2,Yes,Travel_Rarely,3,1,2,4,3,2,1,2,3
1397,39,Male,Married,2,"Life Sciences",3,Y,25,No,4,1,10920,3449,1485,71,21,1,80,"Research & Development","Healthcare Representative",3,3,3,No,Non-Travel,3,2,3,13,6,4,0,5,2
1399,25,Male,Married,1,"Life Sciences",2,Y,18,No,3,1,6232,12477,1372,93,11,0,80,Sales,"Sales Executive",2,4,3,No,Travel_Rarely,1,2,2,6,3,2,1,2,3
1401,52,Female,Married,2,Medical,2,Y,28,No,3,1,13247,9731,322,59,11,1,80,"Research & Development","Manufacturing Director",4,4,3,Yes,Travel_Frequently,4,2,2,24,5,3,0,2,3
1402,43,Female,Single,3,Medical,1,Y,6,No,3,1,4081,20003,930,73,14,0,80,"Research & Development","Research Scientist",2,2,3,Yes,Travel_Rarely,1,1,1,20,20,7,1,8,3
1403,27,Female,Married,3,Marketing,1,Y,10,No,3,1,5769,7100,205,98,11,0,80,Sales,"Sales Executive",2,2,4,Yes,Travel_Rarely,4,4,3,6,6,2,4,4,3
1405,27,Female,Single,4,"Life Sciences",1,Y,17,Yes,3,1,2394,25681,135,51,13,0,80,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,4,4,3,8,8,2,7,7,2
1407,26,Male,Single,1,Medical,0,Y,2,No,3,1,3904,4050,683,36,12,0,80,"Research & Development","Research Scientist",1,2,4,No,Travel_Rarely,1,4,3,5,4,3,1,1,2
1408,42,Female,Married,3,"Human Resources",0,Y,10,No,3,1,16799,16616,1147,31,14,1,80,"Human Resources",Manager,4,3,1,No,Travel_Rarely,3,3,3,21,20,7,0,9,5
1409,52,Female,Married,4,Other,9,Y,8,No,3,1,2950,17363,258,54,13,0,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,3,3,1,12,5,4,0,4,2
1411,37,Female,Single,3,Medical,4,Y,11,No,3,1,3629,19106,1462,94,18,0,80,"Research & Development","Laboratory Technician",1,3,3,No,Travel_Rarely,1,1,3,8,3,2,0,2,6
1412,35,Male,Single,2,"Life Sciences",2,Y,18,No,3,1,9362,19944,200,60,11,0,80,"Research & Development","Manufacturing Director",3,3,4,No,Travel_Frequently,3,3,3,10,2,2,2,2,2
1415,25,Male,Married,3,"Technical Degree",4,Y,1,No,3,1,3229,4910,949,81,11,1,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Rarely,1,2,2,7,3,2,0,2,2
1417,26,Male,Single,3,Other,0,Y,7,No,3,1,3578,23577,652,100,12,0,80,"Research & Development","Laboratory Technician",1,4,1,No,Travel_Rarely,3,4,3,8,7,7,0,7,2
1419,29,Male,Single,3,Other,1,Y,17,No,3,1,7988,9769,332,51,13,0,80,"Human Resources","Human Resources",3,2,1,No,Travel_Rarely,2,1,2,10,10,9,0,9,3
1420,49,Male,Single,2,"Life Sciences",3,Y,28,Yes,4,1,4284,22710,1475,97,20,0,80,"Research & Development","Laboratory Technician",2,2,1,No,Travel_Frequently,1,1,3,20,4,3,1,3,2
1421,29,Female,Single,1,Other,0,Y,14,Yes,3,1,7553,22930,337,84,12,0,80,"Research & Development","Healthcare Representative",3,3,4,Yes,Travel_Frequently,3,1,3,9,8,7,7,7,1
1422,54,Female,Single,3,Medical,6,Y,1,No,3,1,17328,5652,971,54,19,0,80,"Research & Development","Research Director",4,3,4,No,Travel_Rarely,4,4,2,29,20,7,12,7,3
1423,58,Female,Married,3,Medical,3,Y,1,No,4,1,19701,22456,1055,76,21,1,80,"Research & Development","Research Director",5,3,1,Yes,Travel_Rarely,4,3,3,32,9,8,1,5,3
1424,55,Male,Divorced,4,Medical,2,Y,1,No,3,1,14732,12414,1136,81,13,2,80,"Research & Development","Research Director",4,4,4,No,Travel_Rarely,2,4,4,31,7,7,0,0,4
1425,36,Female,Single,4,Marketing,3,Y,3,No,3,1,9278,20763,1174,99,16,0,80,Sales,"Sales Executive",2,3,2,Yes,Travel_Rarely,1,4,3,15,5,4,0,1,3
1427,31,Female,Single,4,"Life Sciences",1,Y,1,Yes,3,1,1359,16154,667,50,12,0,80,Sales,"Sales Representative",1,1,3,No,Travel_Frequently,2,2,3,1,1,0,0,0,3
1428,30,Female,Divorced,4,Marketing,7,Y,7,No,3,1,4779,12761,855,73,14,2,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,4,2,3,8,3,2,0,2,3
1430,31,Female,Single,5,"Life Sciences",3,Y,8,No,3,1,16422,8847,182,93,11,0,80,"Research & Development","Research Director",4,3,2,No,Travel_Rarely,1,3,4,9,3,2,1,0,3
1431,34,Male,Divorced,4,Other,5,Y,1,No,3,1,2996,20284,560,91,14,2,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Frequently,4,3,3,10,4,3,1,3,2
1433,31,Female,Single,3,"Life Sciences",1,Y,8,Yes,3,1,1261,22262,202,34,12,0,80,"Research & Development","Research Scientist",1,2,2,No,Travel_Rarely,1,3,4,1,1,0,0,0,3
1434,27,Male,Married,1,"Life Sciences",0,Y,11,No,3,1,2099,7679,1377,91,14,0,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,2,2,4,6,5,0,1,4,3
1435,36,Male,Single,4,"Life Sciences",1,Y,4,No,3,1,5810,22604,172,37,16,0,80,"Research & Development","Laboratory Technician",2,2,4,No,Travel_Rarely,1,3,2,10,10,4,1,8,2
1436,36,Female,Married,4,Marketing,4,Y,16,No,3,1,5647,13494,329,98,13,2,80,Sales,"Sales Executive",2,2,1,No,Travel_Rarely,3,1,2,11,3,2,0,2,3
1438,47,Male,Married,3,"Technical Degree",7,Y,1,No,3,1,3420,10205,465,74,12,1,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,1,3,2,17,6,5,1,2,2
1439,25,Male,Married,2,"Life Sciences",3,Y,9,Yes,3,1,4400,15182,383,68,12,0,80,Sales,"Sales Representative",1,2,1,No,Travel_Rarely,1,1,3,6,3,2,2,2,2
1440,37,Male,Single,2,"Technical Degree",0,Y,5,No,3,1,3500,25470,1413,84,14,0,80,"Research & Development","Laboratory Technician",1,4,3,No,Non-Travel,3,1,1,7,6,5,1,3,2
1441,56,Female,Married,2,"Life Sciences",2,Y,1,No,4,1,2066,10494,1255,90,22,1,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,1,4,4,5,3,2,1,0,3
1443,47,Female,Married,4,Medical,3,Y,2,No,3,1,17169,26703,359,82,19,2,80,"Research & Development","Research Director",4,3,3,No,Travel_Rarely,1,2,4,26,20,17,5,6,2
1445,24,Female,Married,1,Medical,1,Y,4,No,3,1,4162,15211,1476,42,12,2,80,Sales,"Sales Executive",2,3,3,Yes,Travel_Rarely,4,3,3,5,5,4,0,3,3
1446,32,Male,Married,5,Marketing,4,Y,7,No,3,1,9204,23343,601,97,12,1,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,4,3,2,7,4,3,0,3,3
1447,34,Female,Married,3,"Life Sciences",5,Y,1,No,3,1,3294,3708,401,86,17,1,80,"Research & Development","Laboratory Technician",1,2,2,No,Travel_Rarely,4,1,2,7,5,4,0,2,2
1448,41,Male,Married,5,Medical,2,Y,5,No,3,1,2127,5561,1283,90,12,0,80,"Research & Development","Research Scientist",1,4,3,Yes,Travel_Rarely,2,1,2,7,4,2,0,3,5
1449,40,Male,Divorced,4,Other,3,Y,9,No,3,1,3975,23099,663,81,11,2,80,"Research & Development","Laboratory Technician",2,3,3,No,Non-Travel,3,3,4,11,8,7,0,7,2
1453,31,Male,Divorced,2,"Life Sciences",1,Y,8,No,3,1,10793,8386,326,31,18,1,80,Sales,"Sales Executive",3,3,4,No,Travel_Rarely,1,1,3,13,13,7,9,9,5
1457,46,Male,Divorced,3,Marketing,4,Y,9,Yes,3,1,10096,15986,377,52,11,1,80,Sales,"Sales Executive",3,3,4,No,Travel_Rarely,1,1,4,28,7,7,4,3,1
1458,39,Female,Single,3,"Life Sciences",2,Y,2,Yes,4,1,3646,17181,592,54,23,0,80,"Research & Development","Laboratory Technician",1,2,1,Yes,Non-Travel,1,2,4,11,1,0,0,0,2
1459,31,Female,Single,5,"Life Sciences",1,Y,1,Yes,3,1,7446,8931,1445,100,11,0,80,"Research & Development","Manufacturing Director",3,4,2,No,Travel_Frequently,3,1,3,10,10,8,4,7,2
1460,45,Male,Divorced,3,Medical,2,Y,20,No,3,1,10851,19863,1038,95,18,1,80,"Research & Development","Healthcare Representative",3,1,1,Yes,Travel_Rarely,2,2,3,24,7,7,0,7,2
1461,31,Female,Single,2,Medical,9,Y,8,No,3,1,2109,24609,1398,96,18,0,80,"Human Resources","Human Resources",1,4,2,No,Travel_Rarely,4,4,3,8,3,2,0,2,3
1464,31,Male,Married,3,"Life Sciences",6,Y,2,Yes,3,1,3722,21081,523,94,13,1,80,"Research & Development","Laboratory Technician",1,3,4,Yes,Travel_Frequently,2,3,1,7,2,2,2,2,2
1465,45,Male,Married,3,"Technical Degree",4,Y,29,No,3,1,9380,14720,1448,55,18,2,80,"Research & Development","Manufacturing Director",3,3,4,Yes,Travel_Rarely,2,4,4,10,3,1,1,2,4
1466,48,Male,Divorced,3,Marketing,4,Y,7,No,3,1,5486,24795,1221,96,11,3,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,3,1,3,15,2,2,2,2,3
1467,34,Female,Married,4,"Technical Degree",1,Y,9,Yes,3,1,2742,3072,1107,52,15,0,80,"Human Resources","Human Resources",1,3,3,No,Travel_Rarely,1,4,3,2,2,2,2,2,0
1468,40,Male,Divorced,1,Medical,2,Y,8,No,3,1,13757,25178,218,55,11,1,80,"Research & Development","Research Director",3,2,2,No,Non-Travel,4,3,3,16,9,8,4,8,5
1469,28,Male,Single,3,Medical,0,Y,5,No,3,1,8463,23490,866,84,18,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,4,4,3,6,5,4,1,3,4
1471,44,Male,Single,3,"Life Sciences",3,Y,5,No,3,1,3162,7973,981,90,14,0,80,"Research & Development","Laboratory Technician",1,2,3,No,Non-Travel,3,4,3,7,5,2,0,3,5
1472,53,Male,Single,3,Medical,4,Y,2,No,3,1,16598,19764,447,39,12,0,80,"Research & Development","Research Director",4,4,2,No,Travel_Rarely,4,2,2,35,9,8,8,8,2
1473,49,Male,Married,4,"Technical Degree",2,Y,5,No,3,1,6651,21534,1495,96,14,1,80,"Research & Development","Healthcare Representative",2,3,3,No,Travel_Rarely,1,2,2,20,3,2,1,2,0
1474,40,Male,Divorced,3,Medical,2,Y,2,No,3,1,2345,8045,896,68,14,1,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,3,3,4,8,3,1,1,2,3
1475,44,Male,Single,3,"Life Sciences",1,Y,20,No,3,1,3420,21158,1467,49,13,0,80,"Research & Development","Research Scientist",1,3,2,No,Travel_Rarely,4,3,2,6,5,2,1,3,3
1477,33,Male,Married,3,Medical,0,Y,7,No,3,1,4373,17456,430,54,14,2,80,Sales,"Sales Executive",2,3,1,No,Travel_Frequently,4,1,3,5,4,3,0,3,2
1478,34,Male,Single,3,Other,3,Y,3,No,3,1,4759,15891,1326,81,18,0,80,Sales,"Sales Executive",2,1,1,No,Travel_Rarely,4,4,3,15,13,9,3,12,2
1479,30,Male,Married,1,"Life Sciences",8,Y,16,No,3,1,5301,2939,1358,96,15,2,80,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,4,3,2,4,2,1,2,2,2
1480,42,Female,Single,2,Medical,1,Y,9,No,3,1,3673,16458,748,74,13,0,80,"Research & Development","Laboratory Technician",1,3,4,No,Travel_Frequently,1,3,3,12,12,9,5,8,3
1481,44,Female,Married,5,Marketing,7,Y,1,No,3,1,4768,9282,383,79,12,1,80,Sales,"Sales Executive",2,3,3,No,Travel_Frequently,1,3,2,11,1,0,0,0,4
1482,30,Male,Divorced,3,"Technical Degree",1,Y,7,No,3,1,1274,7152,990,64,13,2,80,"Research & Development","Research Scientist",1,3,3,No,Non-Travel,3,2,2,1,1,0,0,0,2
1483,57,Male,Married,2,"Life Sciences",0,Y,1,No,4,1,4900,2721,405,93,24,1,80,"Research & Development","Research Scientist",2,4,3,No,Travel_Rarely,2,1,2,13,12,9,2,8,2
1484,49,Male,Divorced,4,"Life Sciences",3,Y,7,No,3,1,10466,20948,1490,35,14,2,80,"Research & Development","Healthcare Representative",3,3,2,No,Travel_Rarely,3,2,3,29,8,7,0,7,3
1485,34,Male,Divorced,3,Medical,7,Y,15,No,3,1,17007,11929,829,71,14,2,80,"Research & Development","Research Director",4,3,1,No,Travel_Frequently,2,4,2,16,14,8,6,9,3
1486,28,Male,Married,3,"Technical Degree",3,Y,1,Yes,3,1,2909,15747,1496,92,15,1,80,Sales,"Sales Representative",1,3,3,No,Travel_Frequently,1,4,4,5,3,2,1,2,3
1487,29,Female,Single,3,"Technical Degree",5,Y,13,Yes,3,1,5765,17485,115,51,11,0,80,Sales,"Sales Executive",2,3,2,No,Travel_Frequently,1,1,1,7,5,3,0,0,4
1489,34,Female,Single,4,Medical,0,Y,24,Yes,4,1,4599,7815,790,40,23,0,80,Sales,"Sales Executive",2,2,2,Yes,Travel_Rarely,1,3,4,16,15,9,10,10,2
1492,35,Male,Married,1,"Life Sciences",1,Y,7,No,3,1,2404,16192,660,76,13,1,80,Sales,"Sales Representative",1,3,3,No,Travel_Rarely,4,1,3,1,1,0,0,0,3
1494,24,Male,Single,3,Medical,2,Y,9,Yes,3,1,3172,16998,381,89,11,0,80,"Research & Development","Laboratory Technician",1,3,1,Yes,Travel_Frequently,2,3,2,4,0,0,0,0,2
1495,24,Female,Married,2,"Life Sciences",1,Y,13,No,3,1,2033,7103,830,78,13,1,80,Sales,"Sales Representative",1,3,2,No,Non-Travel,4,3,3,1,1,0,0,0,2
1496,44,Male,Single,1,Medical,5,Y,2,No,3,1,10209,19719,1193,86,18,0,80,"Research & Development","Manufacturing Director",3,3,3,Yes,Travel_Frequently,2,2,2,16,2,2,2,2,2
1497,29,Male,Divorced,3,"Life Sciences",1,Y,19,No,3,1,8620,23757,1246,77,14,2,80,Sales,"Sales Executive",2,2,3,No,Travel_Rarely,3,3,3,10,10,7,0,4,3
1499,30,Male,Divorced,3,"Life Sciences",0,Y,1,No,4,1,2064,15428,330,46,21,1,80,"Human Resources","Human Resources",1,3,3,No,Travel_Rarely,3,1,4,6,5,3,1,3,3
1501,55,Male,Married,4,"Life Sciences",0,Y,4,No,3,1,4035,16143,1229,30,16,0,80,"Research & Development","Healthcare Representative",2,3,3,Yes,Travel_Rarely,4,2,3,4,3,2,1,2,2
